,id,place,weight_lbs,grower_name,city,state_prov,country,gpc_site,seed_mother,pollinator_father,ott,est_weight,pct_chart,variety,dataset_id,weight_kg,weight_class
8957,2021-P,1192,198.36941780765528,"Asta, Carmelo",Malonno,Lombardy,Italy,Sfida degli Zucconi della Brianza,,,198.7950583565863,183.46746371151372,8.945853295012139,Prizewinner,1,89.97878096220997,light
9001,2016-P,1390,294.1763702818593,Team Petrelli,Piancamuno,Other,Italy,Festa della zucca di sale,,,232.45888484244003,290.4179174266121,0.0,Blue Hubbard,1,133.4360481488891,light
9005,2014-P,1374,355.7067924798521,"Mazzucchelli, Mario",Dragoni,Other,Italy,Campionato dello Zuccone,1382 Cutrupi,Open,,355.3191548958447,2.028710577491581,Blue Hubbard,1,161.34575541452105,light
9023,2015-P,524,1026.1549584818777,"Valeriani, Claudio",Grosseto,Other,Italy,Festa della zucca di sale,,,368.0925136169684,1105.6343701520975,0.0,Blue Hubbard,1,465.45567992771186,heavy
9027,2020-P,408,1058.335185460061,"Jaglarz, Mario",Regau,Vienna,Austria,Austrian Weigh-off,1527 Melka,,352.3509411101657,946.8813554367242,2.0591743496008577,Autumn Gold,1,480.0523734432,heavy
9066,2013-P,517,843.882350895754,"Spreafico, Luca",Camucia,Other,Italy,Pesa la Zucca! Foiano,,,359.58917493758446,1029.265335152793,0.0,Big Max,1,382.77828330750685,medium
9069,2015-P,1379,407.137979028977,"Tinteri, Giovanni",Siena,Other,Italy,Campionato dello Zuccone,----,Open,273.989090434254,383.6144244403181,5.881275899019689,Howden,1,184.67453018371174,light
9075,2017-P,DMG,491.25078934883015,"Bartoli, Ivan&William",Poggiridenti,Lombardy,Italy,Pesa la Zucca! Foiano,,,289.0774899886762,528.4773710805395,0.0,Casper,1,222.82742804231455,light
9084,2021-P,EXH,913.4220343760056,"Cassioli, Rita",Peccioli,Tuscany,Italy,Campionato dello Zuccone,2350 Gienger,2552 Mendi,,962.8157688225411,0.0,Dill's Atlantic,1,414.3209274166811,medium
9098,2014-P,1347,367.1535590924354,"Mathias, Franz",,Other,Austria,Austrian Weigh-off,,,0.0,0.0,0.0,Big Max,1,166.53791717585594,light
9129,2020-P,630,893.6403739730222,"Kurzreiter, Lukas",,Lower Austria,Austria,Leiserberge Weigh-off,368 Joebstl,1369 Arsens,371.83752229326063,937.6741205709204,0.0,Dill's Atlantic,1,405.3481245111711,medium
9158,2017-P,1341,275.121186021209,"Asta, Carmelo",Radda in Chianti,Tuscany,Italy,Campionato dello Zuccone,''' Michael,1490 Cutrupi,233.6502444129863,295.77953054536886,0.0,Early Giant,1,124.79276900973223,light
9169,2020-P,EXH,897.5574432137036,"Joebstl, Horst",Baerndorf,Lower Austria,Austria,Europameisterschaft im Kurbiswiegen,1080 Melka,1527 Melka,339.70178791092854,880.2090529332221,0.0,Howden,1,407.1248757821902,medium
9205,2019-P,EXH,685.2041067236289,"Colombo, Marcello",Sale Marasino,Lombardy,Italy,Sfida degli Zucconi della Brianza,2012 Salvagni,Self,314.0090403291877,565.318809188223,8.035565565179615,Casper,1,310.8031011769843,medium
9209,2019-P,664,886.6174362113732,"Jaglarz, Mario",Langenlois,Lower Austria,Austria,Gartenbauschule Langenlois,2152 Gantner,self,360.8201029321804,976.331606112346,0.0,Dill's Atlantic,1,402.1625761259892,medium
9218,2015-P,EXH,338.00187057872176,"Fellner, Herbert",Ernstbrunn,Lower Austria,Austria,Austrian Weigh-off,1751 Lovse 14,,0.0,0.0,0.0,Champion,1,153.31494447954356,light
9270,2013-P,97,1389.6924944940056,"Agnelli, Chiara",Pontedera,Tuscany,Italy,Campionato dello Zuccone,1420 Cutrupi,1789 Wallace,397.9940388984353,1267.7111256471628,9.02698869405352,Big Moose,1,630.3533979625249,heavy
9280,2015-P,1440,322.5628128464751,"Falchi, Brunero",Foiano,Tuscany,Italy,Campionato dello Zuccone,1726 Cutrupi,Open,233.41110221330183,280.7661110820418,9.744018992311888,Wolf,1,146.31191140465833,light
9291,2013-P,693,724.718157062365,"Ondelli, Franco",,Other,Italy,Festa della zucca di sale,1279 Bartoli,1420 Cutrupi,321.79379081282184,690.0168781902412,,Prizewinner,1,328.72635829823224,medium
9305,2021-P,EXH,334.3987943502861,"Puchner, Thomas",,Lower Austria,Austria,Austrian Weigh-off,Biermanns,,258.4888186734256,360.452080683494,0.0,Cinderella,1,151.68061792693496,light
9315,2015-P,678,988.943400258328,"Vendepane, Giulio",,Other,Italy,Festa della zucca di sale,,,363.1497918976469,1036.4303652161402,0.0,Cinderella,1,448.5768148099755,medium
9319,2020-P,DMG,875.8752434850356,"Pezza, Davide",Pontedera,Tuscany,Italy,Campionato dello Zuccone,2416.5 Haist,Self,324.9747979344506,751.5328212672795,14.9216588334518,Wolf,1,397.2900034428643,medium
9327,2015-P,1738,97.06969329180394,"Turmolli, Andrea, Anna and Pato",Arezzo,Other,Italy,Festa della zucca di sale,,,0.0,0.0,,Dill's Atlantic,1,44.03003631961593,light
9403,2014-P,1347,362.47935991698114,"Annengarten, Team",Ullrichskirchen,Other,Austria,Austrian Weigh-off,,,0.0,0.0,0.0,Atlantic Giant,1,164.4177378234633,light
9422,2019-P,1287,328.32760048834143,"Gartenbauschule Langenlois, Team Schaugarten",Doerfles,Lower Austria,Austria,Gartenbauschule Langenlois,1080.9 Melka,,251.5379276244373,334.47659944555403,0.0,Wolf,1,148.92677296070775,light
9434,2020-P,941,532.4115938450612,"Aininger, Gerald",Buchkirchen,Upper Austria,Austria,Leiserberge Weigh-off,1374 Engel,open,278.8161511641851,488.7988015890819,2.9493289698783647,Blue Hubbard,1,241.49763967536902,medium
9443,2016-P,1118,552.984321159485,"Hausgarten, Team",Riederberg,Lower Austria,Austria,Austrian Weigh-off,,,307.23097521047686,562.7446619707739,0.0,Howden,1,250.82926420337313,medium
9450,2021-P,1,2977.459895977168,"Fiorini, Pietro",Foiano della Chiana,Tuscany,Italy,Campionato dello Zuccone,1885.5 Werner,Self,521.3399808334508,2658.125871386248,6.079149642217559,Spirit,1,1350.5519891360755,heavy
9463,2016-P,848,720.2657768723648,"walter, maffesoli",Farigliano,Piedmont,Italy,Pesa la Zucca! Foiano,,,367.1293532039092,1287.7097157452572,0.0,Howden,1,326.70679426308965,medium
9494,2020-P,711,783.3493657028514,"Gabriele  e sauro, Bartoli",Pontedera,Tuscany,Italy,Campionato dello Zuccone,923.7 Asta,Open,319.68389722324514,774.74402134974,0.0,Big Max,1,355.32100548788776,medium
9513,2020-P,1303,119.8182688086216,"Grabmayer, Manfred",Tulln,Lower Austria,Austria,Retzer Land Weigh-off,,,0.0,0.0,0.0,Connecticut Field,1,54.348608185440284,light
9667,2015-P,1662,163.56346118952442,"Michele, Mori",Foiano della Chiana,Other,Italy,Festa della zucca di sale,,,179.01195149546086,130.25158829130677,25.45381545312097,Prizewinner,1,74.19107748787876,light
9686,2019-P,585,966.4560456774294,"Micheli, Paolo",,Tuscany,Italy,Campionato dello Zuccone,1365,Self,342.21887635202825,871.5172550217035,4.93355602030868,Big Max,1,438.3767306709166,medium
9689,2020-P,763,719.9924872740983,"Dorner, Martin",Tulln,Lower Austria,Austria,Austrian Weigh-off,793.7 Dorner 19,,335.690415880102,720.6146571297527,0.0,Spirit,1,326.58283228763275,medium
9705,2013-P,961,440.6794117569754,"Ardenti, Mario",Cologne,Other,Italy,Festa della zucca di sale,1490 Cutrupi,1490 Cutrupi,261.502459940365,431.6039463449707,5.118988343329002,Casper,1,199.88865573766998,light
9717,2013-P,829,544.1228704393995,"Melka, Friedrich",,Other,Austria,Austrian Weigh-off,,,0.0,0.0,0.0,Big Max,1,246.80978104834813,medium
9718,2015-P,1755,78.1191551860349,"Fuchs, Daniel",,Other,Austria,Austrian Weigh-off,,,0.0,0.0,0.0,Early Giant,1,35.43422383914394,light
9747,2016-P,DMG,989.5404050826436,"Team, Bauhof Tulln",Wien,Vienna,Austria,Austrian Weigh-off,Harnica,,361.6018964114706,967.0796437739982,0.0,Big Max,1,448.8476114222465,medium
9767,2018-P,261,1389.0189922313618,"Deri, Matteo",Francolino (Fe),Emilia-Romagna,Italy,Sfida degli Zucconi della Brianza,"2075,5 Connolly",2043 Clements,402.79475935021065,1405.9005384586148,0.0,Howden,1,630.0479027242079,heavy
9769,2020-P,EXH,454.0890946545081,"Aininger, Gerald",Ernstbrunn,Lower Austria,Austria,Europameisterschaft im Kurbiswiegen,1594 Melka,1594 Melka,260.83397923200675,479.5479024921756,2.035711708200253,Connecticut Field,1,205.9711806225276,light
9772,2014-P,1626,142.48241862651363,"Melka, Friedrich",,Other,Austria,Austrian Weigh-off,,,0.0,,0.0,Prizewinner,1,64.62888522963758,light
9783,2020-P,850,631.6564589221421,"Melka, Friedrich",,Vorarlberg,Austria,Austrian Weigh-off,685 Assam,self,305.44423369600804,611.3329668242737,1.979773804661903,Champion,1,286.51431651541225,medium
9790,2018-P,807,777.4366738746675,"Buechinger, Michael",Haag,Lower Austria,Austria,Austrian Weigh-off,,open,0.0,0.0,0.0,Casper,1,352.63905577615816,medium
9802,2020-P,364,1012.8587736976752,"Secco, Davide",,Lombardy,Italy,Sfida Nazionale della Zucca - Club Maspiano,1025.1 Muscas,Self,366.748235981192,1021.2764154739268,0.0,Champion,1,459.42463687907593,heavy
9811,2014-P,285,1205.3556747458558,"Emidio, Boloni",Rimini,Emilia-Romagna,Italy,Campionato dello Zuccone,1985 Miller,1625 Gantner,383.9063624450254,1278.707621203128,0.0,Spirit,1,546.7396912193223,heavy
9820,2019-P,1180,390.6802105580145,"Arigucci, Gabriele",Chianciano,Tuscany,Italy,Pesa la Zucca! Foiano,,,267.93929129137905,376.00008309227104,4.112732916427334,Cinderella,1,177.2094180674309,light
9836,2020-P,1071,358.04363300320057,"Salvagni, Augusto",Godiasco,Lombardy,Italy,Sfida Nazionale della Zucca - Club Maspiano,1132 Gregori,Open,239.03290397320603,365.3920669340451,0.0,Dill's Atlantic,1,162.40572758118776,light
9838,2019-P,1135,440.9425132056045,"Klein, Hubert",,Lower Austria,Austria,Austrian Weigh-off,1916 Barron 14,,268.2053021597105,416.81525496159,8.070352797940023,Big Max,1,200.00799644995655,light
9861,2013-P,1428,136.2965351056145,"Fischer, Cornelia",Tulln,Lower Austria,Austria,Austrian Weigh-off,,,0.0,0.0,0.0,Big Moose,1,61.82301795162589,light
9873,2019-P,1719,28.250341901979407,"Melka, Friedrich",Nonndorf,Lower Austria,Austria,Leiserberge Weigh-off,,,0.0,0.0,0.0,Spirit,1,12.814129084002643,light
9884,2016-P,1597,100.30789534298908,"Piero, Cassioli",,Lombardy,Italy,Festa della zucca di sale,,,163.10001610198825,106.14898871951276,0.0,Champion,1,45.4988588644171,light
9914,2016-P,EXH,446.6711775964615,"Morucci, Davide",Terricciola,Tuscany,Italy,Campionato dello Zuccone,,,292.7628667794222,522.6930298294833,,Cinderella,1,202.60647278833417,light
9931,2020-P,124,1685.5599139296528,"Nittnaus, Wolfgang",Tulln,Lower Austria,Austria,Austrian Weigh-off,2226.7 Boonen,,439.2167851398276,1808.7213272612807,0.0,Prizewinner,1,764.556492479179,heavy
9976,2016-P,1455,242.817157838991,"Marco, Rosati",Sale Marasino,Lombardy,Italy,Festa della zucca di sale,,,210.59339460129272,219.37246293644972,10.028121863015931,Autumn Gold,1,110.13992025850361,light
10003,2016-P,1035,615.0598427583061,Team Maggioni,Cassago Brianza,Lombardy,Italy,Festa della zucca di sale,1813 northrup,,282.91233999978874,539.8779481269896,16.767786348444215,Casper,1,278.98622419642555,medium
10011,2016-P,DMG,1397.865200684659,"Tinteri, Giovanni, Stefano",Umbertide,Umbria,Italy,Pesa la Zucca! Foiano,,,387.3948626626964,1233.5075873174883,16.470774731707692,Autumn Gold,1,634.0604721089558,heavy
10066,2019-P,1405,242.9036016579559,"Team, Donauland Kompost",Riederberg,Lower Austria,Austria,Gartenbauschule Langenlois,,,233.73532420807368,265.8463708307124,0.0,Atlantic Giant,1,110.17913048323554,light
10104,2018-P,21,1984.428333394185,"Ferretti, Giulio",Cologne,Lombardy,Italy,Festa della zucca di sale,werner 1810,werner 1810,482.4440735941871,1846.143777412066,3.994893895945166,Early Giant,1,900.1208166009352,heavy
10141,2018-P,DMG,1870.4063905516289,"Deri , Giacomo",Arezzo,Other,Italy,Festa della zucca di sale,1810 werner,1625 gartner,436.943402834723,1929.756883295272,0.0,Casper,1,848.4013755030944,heavy
10148,2013-P,1343,193.494470338284,"Barreca, Alessandro",,Other,Italy,Festa della zucca di sale,,,228.25737659229847,238.93797860249217,0.0,Rouge Vif d’Etampes,1,87.76754378968292,light
10168,2018-P,859,680.6238114218457,"Jaglarz, Mario",,Upper Austria,Austria,Austrian Weigh-off,793.6 Melka,695 Kaar 17,0.0,,0.0,Casper,1,308.72551587045785,medium
10188,2018-P,575,1056.8978358862648,"Hoefler, Norbert",Kleinhadersdorf,Lower Austria,Austria,Austrian Weigh-off,1080.9 Melka,2145 McMullen,357.0270055000543,1035.3270492392269,2.0789739809459578,Big Moose,1,479.40040317532265,heavy
10197,2019-P,EXH,216.1152005426982,"Chiti, Davide",Poggiridenti,Lombardy,Italy,Sfida degli Zucconi della Brianza,"1257,7 Petrelli",Self,208.58469450025075,219.77578243335333,0.0,Autumn Gold,1,98.02812604456356,light
10207,2020-P,424,1051.8685008829211,"Kloch, Kevin",Oberkreuzstetten,Lower Austria,Austria,Europameisterschaft im Kurbiswiegen,1527 Melka,1594 Melka,366.689977013965,979.8885236456692,3.882188433179437,Big Max,1,477.11913705248594,heavy
10243,2013-P,1163,352.77192436524325,"Turmoli, Andrea",,Other,Italy,Pesa la Zucca! Foiano,,,244.05734877148095,331.5977396111895,3.038643011082262,Early Giant,1,160.0145227166794,light
10251,2019-P,585,877.1518565191337,"Turla, Antonio",Radda in Chianti,Tuscany,Italy,Campionato dello Zuccone,1365,Self,322.70629089536993,825.2747734406938,5.060145105311655,Blue Hubbard,1,397.8690649022269,medium
10254,2016-P,1455,226.74986414769285,"Fratagnoli, Danilo",Garlate,Lombardy,Italy,Festa della zucca di sale,,,213.6819906827741,211.3834853216083,10.084673024453796,Big Max,1,102.85192437848029,light
10257,2017-P,1309,332.2290414654001,"Zucchelli, Michael",Foiano della Chiana,Tuscany,Italy,Pesa la Zucca! Foiano,,,,328.805229780647,0.0,Casper,1,150.69643537637376,light
10287,2017-P,EXH,339.5719248167699,"Asta, Carmelo",Radda in Chianti,Tuscany,Italy,Campionato dello Zuccone,,,243.44655426767116,344.4951883967008,0.0,Cinderella,1,154.0271085214883,light
10294,2013-P,EXH,483.5107540268873,"Dorner, Martin",,Other,Austria,Austrian Weigh-off,,,0.0,0.0,0.0,Connecticut Field,1,219.31660994056386,light
10322,2013-P,1325,226.74266196973517,"Plebani, Cristian",Arezzo,Other,Italy,Festa della zucca di sale,,,199.16373708055,205.1187144716284,3.8796997354403167,Rouge Vif d’Etampes,1,102.84865752817612,light
10338,2021-P,777,648.4941596209795,"Grabmayer, Manfred",Retz,Lower Austria,Austria,Early Weigh-off Ludwigsburg,,2139 Skonager 20,295.8919784249451,555.6250037206315,6.961994109408764,Big Max,1,294.15176285079934,medium
10349,2016-P,771,834.3892200691316,"Gabriele, Arrigucci",Sirtori,Lombardy,Italy,Campionato dello Zuccone,1866 Cutrupi,self,354.4591374429185,959.243718028884,,Rouge Vif d’Etampes,1,378.47227510959755,medium
10351,2013-P,1155,345.46590895762347,"Manenti, Flli.",Trento,Other,Italy,Campionato dello Zuccone,1278 Bartoli,Open,0.0,0.0,0.0,Prizewinner,1,156.70057257590634,light
10365,2020-P,913,587.9937475232318,"Boschi, Valerio",Terricciola,Tuscany,Italy,Pesa la Zucca! Foiano,,,293.2401683415161,538.0567053177884,9.716539770586447,Blue Hubbard,1,266.70925992655776,medium
10413,2013-P,1152,345.6850194231947,"Mosti, Rossano",,Other,Italy,Campionato dello Zuccone,899 Cutrupi,Open,0.0,0.0,0.0,Big Moose,1,156.79995933020572,light
10450,2017-P,95,1509.1629355985294,"Tiezzi, Mauro",Malonno,Lombardy,Italy,Sfida degli Zucconi della Brianza,2145  McMullen,1521 Cutrupi,399.42603907221167,1519.8485753478656,5.081415110942556,Blue Hubbard,1,684.5442342840081,heavy
10453,2020-P,1197,246.19567720383463,"Fellner, Johanna",Berndorf,Lower Austria,Austria,Leiserberge Weigh-off,,,0.0,0.0,0.0,Champion,1,111.67238961424175,light
10460,2020-P,1222,208.03228425431536,"Mereo, Egidio",Casatenovo,Lombardy,Italy,Sfida degli Zucconi della Brianza,,,208.652030347719,222.50895434221556,0.0,Big Max,1,94.36177987948341,light
10461,2018-P,1185,446.1977275609637,"Guttmann, Johanna",Baerndorf,Lower Austria,Austria,Austrian Weigh-off,1784 Stels 17,2269 Paton,270.0966236994305,421.6822859037569,1.0122837712309576,Champion,1,202.39171963983264,light
10464,2015-P,1548,245.62459225055835,"Comanducci, .",,Other,Italy,Festa della zucca di sale,,,210.10250041558007,220.19719376174044,10.813543250626552,Spirit,1,111.41335004811526,light
10518,2020-P,392,1132.4301078984856,"Ferraris, Giustino",,Lombardy,Italy,Sfida degli Zucconi della Brianza,"1997,4 BOONEN HERMAN",self,375.92953630908295,1197.939815006462,0.0,Prizewinner,1,513.6612375018899,heavy
10530,2013-P,1497,76.39620208287182,"Puchner, Thomas",,Other,Austria,Austrian Weigh-off,,,0.0,0.0,0.0,Atlantic Giant,1,34.652706095174,light
10531,2019-P,1650,81.19775837161504,"Marco, Rosati",Peccioli,Tuscany,Italy,Pesa la Zucca! Foiano,,,138.4423631487251,70.14818215978241,20.18118083087129,Howden,1,36.83065361529761,light
10567,2014-P,489,949.0675490307724,"Melka, Friedrich",,Other,Austria,Austrian Weigh-off,1678 Delaney,,341.2623220283218,1089.8046771609977,0.0,Blue Hubbard,1,430.4894476999661,medium
10582,2021-P,1094,305.267723312085,"Team, Jugendzentrum Berndorf",Leitzersdorf,Lower Austria,Austria,Leiserberge Weigh-off,1536.6 Boonen,self,247.1527057446912,325.30184639237604,0.0,Wolf,1,138.46699715257526,light
10653,2020-P,1182,232.09583710256,"Lacina, Martin",Syring,Lower Austria,Austria,Retzer Land Weigh-off,Jaglarz,,205.29724663806056,233.20399882730896,3.903184738778101,Connecticut Field,1,105.2768149430244,light
10661,2016-P,DMG,245.2035857070272,"Seri, Remo",Semproniano,Tuscany,Italy,Campionato dello Zuccone,,,225.2743680542065,257.6071427235228,1.0029974344160275,Howden,1,111.22238484802187,light
10666,2013-P,1309,214.97638062583803,"Maffessoli, Valter",Siena,Other,Italy,Pesa la Zucca! Foiano,,,195.0320306170952,197.7305186113677,7.57961667732756,Champion,1,97.51156644083513,light
10705,2020-P,1229,220.07353958185556,"Giuseppina, Monceri",Cologne,Lombardy,Italy,Sfida Nazionale della Zucca - Club Maspiano,1137 Salvagni 2019,Open,0.0,0.0,0.0,Prizewinner,1,99.82359696601303,light
10775,2014-P,440,1096.0140909269212,"Prandi, Giuseppe",Grosseto,Other,Italy,Festa della zucca di sale,1022 agnelli,open,372.9428982734908,1017.556419653262,0.0,Prizewinner,1,497.14322353172406,heavy
10790,2020-P,850,606.9320371428322,"Puchner, Thomas",Buers,Vorarlberg,Austria,Austrian Weigh-off,,self,296.00660443202173,653.436529161933,2.034593985428073,Early Giant,1,275.29951659169154,medium
10791,2018-P,EXH,481.09123821120994,"Melka, Friedrich",Doerfles,Lower Austria,Austria,Austrian Weigh-off,2004 Vanderwielen 16,1871 Cutrupi 17,290.21644589937216,596.4544107952679,0.0,Atlantic Giant,1,218.21913692269914,light
10832,2019-P,700,803.6388307665114,"Moretti, Sergio",Foiano della Chiana,Tuscany,Italy,Campionato dello Zuccone,2012 Salvagni,Self,321.1355666462698,847.7717239346515,0.0,Autumn Gold,1,364.5241445250434,medium
10838,2014-P,933,649.2086604703914,"Hoefler, Norbert",Bad Voeslau,Lower Austria,Austria,Austrian Weigh-off,2032 Mathison,open,326.6932840958189,748.8567996206116,0.0,Prizewinner,1,294.47585472008575,medium
10858,2014-P,EXH,54.47765737553872,"Eichinger, Thomas",,Other,Austria,Austrian Weigh-off,,,0.0,,0.0,Rouge Vif d’Etampes,1,24.71062956428536,light
10859,2018-P,EXH,688.446747020337,"Romoli, Syria",Castelfiorentino,Tuscany,Italy,Campionato dello Zuccone,,,303.5325572364056,669.5468219235273,0.0,Casper,1,312.27393687444874,medium
10886,2018-P,1000,627.9285144534992,"Spreafico, Luca",Monteisola,Lombardy,Italy,Festa della zucca di sale,2009 wallace cross,1945 stelt,300.28282438845935,625.8738266195141,6.263991140076,Jack O'Lantern,1,284.8233507279916,medium
10902,2018-P,96,1590.5514128541186,"Zanotti, Walter",Semproniano,Tuscany,Italy,Sfida degli Zucconi della Brianza,1871 Cutrupi,Self,447.5851313818957,1625.7879199590025,0.0,Rouge Vif d’Etampes,1,721.4613964593253,heavy
10933,2016-P,931,688.5166385362857,"Vendepane, Giulio",,Lombardy,Italy,Festa della zucca di sale,,,314.2136135994554,704.1578454247256,4.100559126121848,Howden,1,312.3056391069509,medium
10957,2017-P,DMG,316.9790960992016,"Spreafico, Luca",Pontedera,Tuscany,Italy,Campionato dello Zuccone,1521 Cutrupi,Open,241.11392469693268,320.37244359291645,0.0,Big Moose,1,143.77918215782907,light
10969,2019-P,1473,214.13365817216547,"Marcelli, Edoardo e Gianluca",Garlate,Lombardy,Italy,Sfida degli Zucconi della Brianza,1078 Larsen,Self,212.6981071576393,225.14375175580912,0.9844820664569855,Atlantic Giant,1,97.12931427762888,light
10980,2021-P,262,1353.1644772980303,"Wischer, Andreas",Bad Voeslau,Lower Austria,Austria,Leiserberge Weigh-off,1911 Urena,,391.1975105123826,1324.8542788588093,2.0095961693695306,Jack O'Lantern,1,613.7845815865682,heavy
10987,2020-P,772,690.8438838298869,"Eichinger, Thomas",Gross Gerungs,Lower Austria,Austria,Austrian Weigh-off,Melka,487.2 Jaglarz,308.0888534329566,722.6926510537762,0.0,Big Moose,1,313.36125895416603,medium
10999,2020-P,603,887.1645809688483,"Melka, Friedrich",,Lower Austria,Austria,Austrian Weigh-off,1566 Zolotucha 19,,353.0127094804289,927.5736435465436,0.0,Early Giant,1,402.41075661082186,medium
11001,2017-P,EXH,599.4111192185388,"Langenlois, Gartenbauschule",St. Margarethen,Carinthia,Austria,Austrian Weigh-off,Werner,,301.2364800047329,781.7222360287783,0.0,Early Giant,1,271.88808838857545,medium
11017,2015-P,1125,569.907965899333,"Bartoli, Fabio e Gabriele",,Other,Italy,Pesa la Zucca! Foiano,,,300.25283951984954,648.6963141912819,0.0,Big Moose,1,258.5056940682103,medium
11019,2021-P,69,1872.1666493084929,"Roghi, Alberto",Sulzano,Lombardy,Italy,Sfida Nazionale della Zucca - Club Maspiano,2469 DALETAS,2469 DALETAS,440.2108254010498,,2.03269810804852,Prizewinner,1,849.1998147931379,heavy
11026,2014-P,1486,266.4583778508017,"Boschi, Valerio",,Other,Italy,Campionato dello Zuccone,952 Bartoli,Open,239.6743308374629,281.3439975228562,0.0,Cinderella,1,120.86338852610085,light
11032,2016-P,1455,255.80357968449252,"Turmolli, Andrea, Anna and Pato",Goito,Lombardy,Italy,Festa della zucca di sale,,,222.2705473095983,223.2504784517077,9.935176982948793,Spirit,1,116.03045731624833,light
11036,2013-P,1390,174.8320069020388,"Bartoli, Ivan&William",Reggio Emilia,Other,Italy,Pesa la Zucca! Foiano,,,193.5486443019402,164.32953032029408,1.0488736638635228,Wolf,1,79.30239967470959,light
11049,2013-P,921,509.0123122428091,"Mathias, Franz",,Other,Austria,Austrian Weigh-off,,,,0.0,0.0,Howden,1,230.88391273484027,medium
11057,2021-P,1180,222.7123784456311,"Melka, Friedrich",Riederberg,Lower Austria,Austria,Retzer Land Weigh-off,,,217.28492413599795,218.5284042522087,0.999409175790631,Big Moose,1,101.02055316391069,light
11086,2017-P,1174,456.55212532405216,"Vendepane, Giulio",Capriolo,Lombardy,Italy,Festa della zucca di sale,Cabanon,Cabanon,298.8372505323455,564.5092140206673,0.0,Blue Hubbard,1,207.08839162998746,light
11096,2018-P,551,1006.9710633138362,"Zucchelli, Michael",Casatenovo,Lombardy,Italy,Sfida degli Zucconi della Brianza,2269 Paton,1749 Daletas,347.2276093513796,998.4547882177274,4.901224592132028,Dill's Atlantic,1,456.7540185506496,heavy
11098,2016-P,1448,227.80051252794092,"Asta, Carmelo",Castelfiorentino,Tuscany,Italy,Pesa la Zucca! Foiano,,,218.6547687513787,250.7890619157536,0.0,Spirit,1,103.32849007857378,light
11108,2013-P,1110,352.01841287369655,"Markl, Michael",St. Oswald,Other,Austria,Austrian Weigh-off,,,0.0,0.0,0.0,Early Giant,1,159.67273593220577,light
11122,2015-P,473,1072.4584238142688,"Cutrupi, Stefano",Malonno,Lombardy,Italy,Festa della zucca di sale,,,348.1473472899508,961.4536181926768,10.59325429411748,Autumn Gold,1,486.4585613747618,heavy
11130,2015-P,689,931.5318688904172,"Boselli, Ermerino",Garlate,Lombardy,Italy,Pesa la Zucca! Foiano,,,339.2333381647607,931.8355251989708,0.0,Big Max,1,422.5354034737421,medium
11159,2015-P,1624,183.8252320925737,"Melka, Friedrich",,Other,Austria,Austrian Weigh-off,1266 Jany,,,0.0,0.0,Connecticut Field,1,83.3816546753347,light
11178,2015-P,473,1156.380646182471,"Salvagni, Augusto",Cologne,Lombardy,Italy,Festa della zucca di sale,,,382.99315400527706,909.1637133422012,11.004523575501052,Spirit,1,524.5250100631994,heavy
11185,2021-P,EXH,359.6187434930357,"Rodler, Rita",Waidhofen/Thaya,Lower Austria,Austria,Austrian Weigh-off,1213.6 Wild,,267.728434443752,454.3281817565058,0.0,Casper,1,163.12018509849304,light
11219,2020-P,308,1225.1720130084086,"Jaglarz, Mario",Neustift,Styria,Austria,Leiserberge Weigh-off,1594 Johnston-Butler,2138 Biermans,392.82893414012807,1190.1710006377486,0.0,Jack O'Lantern,1,555.72822372451,heavy
11223,2013-P,394,964.3788811613024,"Grabmayer, Manfred",Tulln,Lower Austria,Austria,Austrian Weigh-off,934 Schieder 11,1325 Sperry 11,354.28173028735654,964.5289111918472,2.0374383428288265,Jack O'Lantern,1,437.4345454637175,medium
11234,2018-P,EXH,402.3267000397866,"Cupertori,",,Veneto,Italy,Festa della zucca di sale,,,257.90585034399265,440.24272893077045,0.0,Cinderella,1,182.4921725244469,light
11257,2018-P,584,1070.308417127729,"Aininger, Gerald",,Lower Austria,Austria,Europameisterschaft im Kurbiswiegen,1844 Holub,1807 Holub,378.3678168709135,1146.8964214103733,0.0,Wolf,1,485.48333554180084,heavy
11265,2015-P,1173,544.5495044810488,"Schoffnegger, Armin",,Lower Austria,Austria,Austrian Weigh-off,"1395,5 Lueders 14",self,311.44045941606424,667.788590936697,0.0,Casper,1,247.00329883656786,medium
11266,2013-P,EXH,204.0581344203564,"Langenlois, Gartenbauschule",,Other,Austria,Austrian Weigh-off,,,0.0,0.0,0.0,Rouge Vif d’Etampes,1,92.5591373079983,light
11276,2019-P,817,662.5210452586238,"Joebstl, Horst",Gross Gerungs,Lower Austria,Austria,Gartenbauschule Langenlois,JZB 17,,,716.4426269162919,0.0,Early Giant,1,300.51424596094967,medium
11290,2014-P,786,730.3649008121655,"Colombo, Giacomo",Dogliani,Other,Italy,Festa della zucca di sale,,,315.8159272975232,681.3772085812462,12.188547960091489,Early Giant,1,331.2876760891918,medium
11310,2016-P,1601,93.5835767721748,"Hoefler, Norbert",Baerndorf,Lower Austria,Austria,Austrian Weigh-off,,,,0.0,0.0,Big Max,1,42.448761755244306,light
11314,2019-P,1627,92.39337043022616,"Turla, Antonio",Foiano della Chiana,Tuscany,Italy,Pesa la Zucca! Foiano,,,155.74948262402123,81.34408780032095,10.413898787307929,Jack O'Lantern,1,41.90889368018714,light
